# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "/data/input.gtf" "-o" "/data/output/featureCounts.tsv" "-T" "1" "-s" "0" "-p" "/data/input.bam"
Geneid	Chr	Start	End	Strand	Length	/data/input.bam
ENSG00000152818	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	144606837;144612873;144612965;144665237;144724259;144724259;144724259;144743014;144743014;144744685;144744685;144745122;144745122;144747423;144747423;144749914;144750717;144757071;144758701;144759881;144761488;144765417;144768347;144768738;144769736;144772506;144774918;144779906;144780310;144782333;144783790;144794856;144795740;144800948;144803345;144806521;144808684;144809809;144811207;144812065;144814437;144820393;144832080;144835045;144835786;144837365;144837947;144843116;144844152;144852188;144854221;144858718;144860430;144863931;144869776;144872101;144875824;144878293;144898235;144904346;144980980;144999542;144999542;144999542;145021223;145021223;145051493;145051493;145069382;145069382;145072942;145072942;145075850;145075856;145075856;145079065;145079065;145079065;145093043;145093043;145095426;145095426;145103058;145103058;145110330;145110330;145110365;145114970;145114970;145114970;145118881;145118881;145118960;145118960;145118960;145120517;145124172;145124172;145124172;145124172;145124172;145124172;145142018;145142018;145142018;145142018;145142018;145142018;145148484;145148484;145148484;145148747;145148747;145148747;145148747;145148747;145148747;145149926;145149926;145149926;145149926;145149926;145149926;145156916;145156916;145156916;145156916;145157437;145157437;145157509;145158250;145160185;145160309;145160309;145161876;145161876;145161876;145167941;145167941;145167941;145172125;145172125	144606957;144613043;144613043;144665440;144724320;144724320;144724320;144743106;144743106;144744762;144744762;144745214;144745214;144747464;144747595;144750029;144750877;144757274;144758882;144760031;144761607;144765518;144768454;144768917;144769905;144772629;144775005;144780147;144780490;144782478;144784002;144794969;144795895;144801118;144803524;144806655;144808833;144809970;144811335;144812238;144814592;144820563;144832259;144835173;144835956;144837523;144838084;144843307;144844324;144852338;144854396;144858853;144860579;144864006;144869990;144872218;144876029;144878447;144898424;144904736;144981411;144999688;144999714;144999714;145021379;145021379;145051622;145051622;145069650;145069650;145073088;145073088;145075934;145075934;145075934;145079446;145079125;145079125;145093104;145093104;145095500;145095500;145103259;145103259;145110415;145110415;145110415;145115127;145115127;145115127;145119126;145119126;145119126;145119126;145119126;145120609;145124283;145124283;145124283;145124283;145124283;145124283;145142154;145142154;145142154;145142154;145142154;145142154;145148522;145148522;145148522;145148812;145148812;145148812;145148812;145148812;145148812;145149991;145149991;145149987;145149991;145149991;145149991;145157074;145156966;145157074;145157074;145157677;145157677;145157749;145158380;145160420;145160420;145160420;145161968;145161968;145161968;145167958;145167963;145167963;145172139;145174170	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	14405	52
ENSG00000225311	6;6	144632835;144654332	144633229;144654437	-;-	501	0
ENSG00000219409	6	144719095	144719888	+	794	0
ENSG00000217195	6	145027869	145028183	-	315	0
ENSG00000220739	6	145029242	145029633	-	392	0
ENSG00000221796	6	145669894	145669985	+	92	0
ENSG00000201119	6	145784374	145784535	-	162	0
ENSG00000217612	6;6	145810766;145812903	145812318;145813228	-;-	1879	0
ENSG00000112425	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	145822719;145823658;145946441;145946507;145948624;145954855;145956221;145956381;145956381;145956381;145956381;145992375;145992401;145992441;146001219;146003545;146007258;146007258;146007258;146007258;146007258;146007376;146007980;146007980;146056334;146056334	145822983;145823711;145948829;145946860;145948829;145955023;145956622;145956622;145956622;145956622;145956622;145992535;145992495;145992535;146001266;146003795;146007282;146007432;146007432;146007432;146007432;146007432;146008058;146008013;146056393;146057160	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4820	0
ENSG00000270638	6	146056706	146058354	+	1649	0
ENSG00000270828	6	146058047	146058309	-	263	0
ENSG00000118496	6;6;6	146114638;146125508;146135739	146121445;146127557;146135889	-;-;-	9009	32
ENSG00000235652	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	146136048;146136377;146136434;146136434;146136434;146136434;146149497;146149497;146149497;146149497;146175738;146192066;146202715;146202715;146202715;146204341;146204341;146204341;146204341	146136567;146136567;146136567;146136567;146136567;146136567;146149592;146149556;146149556;146149592;146176222;146192629;146202784;146202784;146202784;146204729;146204797;146204575;146207721	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5116	0
ENSG00000146414	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	146185381;146205943;146205947;146205949;146206629;146209156;146209156;146209156;146209156;146209156;146214351;146214351;146214351;146214351;146214351;146215286;146215286;146215286;146215286;146216021;146216021;146216021;146216021;146224392;146231584;146231584;146231584;146231584;146234614;146234614;146234614;146234614;146234614;146238249;146239267;146239267;146239267;146239267;146239267;146239553;146240484;146240484;146240484;146240484;146240484;146240484;146242303;146242303;146242303;146242303;146242303;146242303;146242303;146243422;146243422;146243422;146243422;146243422;146243422;146243422;146243799;146243799;146243799;146243799;146243799;146243799;146243799;146244779;146244779;146244779;146244779;146244779;146244779;146244779;146245875;146245875;146245875;146245875;146245875;146245875;146245875;146247340;146247340;146247340;146247340;146247340;146247340;146247340;146248325;146248325;146248325;146248325;146248325;146248325;146248325;146254186;146254193;146254193;146254193;146254193;146254193;146256043;146256043;146256043;146256043;146256043;146256043;146256044;146256414;146256414;146256414;146256414;146256414;146256414;146256414;146261859;146261859;146261859;146261859;146261859;146261859;146262759;146262759;146262759;146262759;146262759;146262759;146264279;146264279;146264279;146264279;146264279;146264279;146266517;146266517;146266517;146266517;146266517;146266517;146266696;146267369;146267369;146267369;146267369;146267369;146267369;146267369;146268629;146268629;146268629;146268629;146268629;146268629;146268629;146269408;146269408;146269408;146269408;146269408;146269408;146269408;146271400;146271400;146271400;146271400;146271400;146271400;146271400;146272927;146273485;146273485;146273485;146273485;146273485;146273485;146273485;146275826;146275826;146275826;146275826;146275826;146275826;146275826;146276323;146284867;146284867;146284867;146285293;146285293	146185627;146207923;146207923;146207576;146207923;146209236;146209236;146209236;146209236;146209236;146214529;146214529;146214529;146214529;146214490;146215372;146215372;146215372;146215372;146216113;146216113;146216113;146216113;146231772;146231772;146231772;146231772;146231772;146234685;146234685;146234685;146234685;146234685;146239368;146239368;146239368;146239368;146239368;146239368;146240627;146240627;146240627;146240627;146240627;146240627;146240627;146242528;146242528;146242528;146242528;146242528;146242528;146242528;146243484;146243484;146243484;146243484;146243484;146243484;146243484;146243972;146243972;146243972;146243972;146243957;146243957;146243972;146244921;146244921;146244921;146244921;146244921;146244921;146244921;146245982;146245982;146245982;146245982;146245982;146245982;146245982;146247432;146247432;146247432;146247432;146247432;146247432;146247432;146248472;146248413;146248413;146248413;146248413;146248413;146248413;146254314;146254314;146254314;146254341;146254341;146254314;146256299;146256299;146256299;146256299;146256299;146256299;146256299;146256978;146256577;146256577;146256577;146256577;146256577;146256577;146261937;146261937;146261937;146261937;146261937;146261937;146263010;146263010;146263010;146263010;146263010;146263010;146264938;146264938;146264938;146264938;146264938;146264938;146266773;146266792;146266773;146266773;146266773;146266773;146266773;146267477;146267477;146267477;146267477;146267477;146267477;146267477;146268779;146268779;146268779;146268779;146268779;146268779;146268779;146269486;146269486;146269486;146269486;146269486;146269486;146269486;146271618;146271618;146271618;146271618;146271618;146271618;146271618;146273059;146273614;146273614;146273614;146273614;146273614;146273614;146273614;146275853;146275989;146276392;146276490;146276490;146276490;146276490;146276490;146285233;146285233;146285233;146285559;146285525	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	17636	14
ENSG00000152822	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	146348782;146348782;146348782;146348839;146348918;146350331;146350331;146350331;146350334;146350334;146350419;146350419;146350622;146480484;146480484;146480484;146480484;146480484;146480484;146480484;146480484;146625747;146625747;146625747;146625747;146625747;146625747;146673386;146673386;146673386;146673386;146673386;146673386;146678662;146678662;146678662;146678662;146678662;146678662;146708026;146708026;146708026;146708026;146708026;146708026;146719905;146719905;146719905;146719905;146719905;146719905;146747695;146747695;146747695;146755008;146755008;146755008;146755008;146755043;146755043	146348928;146348928;146348928;146348928;146348964;146351353;146351353;146351353;146351353;146351353;146351353;146351353;146351353;146480733;146480733;146480733;146480733;146481027;146480733;146480828;146480733;146625982;146625982;146625982;146625982;146625982;146625982;146673632;146673632;146673632;146673632;146673632;146673632;146678830;146678830;146678830;146678830;146678830;146678830;146708152;146708152;146708152;146708152;146708152;146708152;146720835;146720835;146720835;146720835;146720835;146720835;146747779;146747779;146747779;146758734;146758731;146758731;146758731;146756021;146756021	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7272	0
ENSG00000187103	6	146492451	146492983	+	533	0
ENSG00000222971	6	146661556	146661660	+	105	0
ENSG00000216811	6	146686067	146686630	-	564	0
ENSG00000118508	6;6;6	146864829;146870600;146875592	146865257;146870877;146876101	+;+;+	1217	0
ENSG00000237468	6;6;6	146915652;146919206;146919969	146917640;146919307;146920067	-;-;-	2190	0
ENSG00000118492	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	146920101;146920103;146920106;146920136;146920136;146920141;146921469;146956511;146956511;146956511;146956511;146956529;146956529;146965909;146965909;146965909;146965909;146965909;146965909;146975271;146975271;146975271;146975271;146975271;146975271;146977907;146977907;146977907;146977907;146977907;146977907;146978069;146985337;146985337;146985337;146985337;146987952;146987952;146987952;146993356;146993356;146993356;146993356;146997449;146997449;146997449;146997449;147006870;147006870;147006870;147006870;147012252;147012252;147012252;147012252;147013961;147013961;147013961;147013961;147022077;147022077;147022077;147022077;147036518;147036518;147036518;147038019;147038019;147038019;147038019;147038019;147038672;147038672;147038672;147038672;147038672;147042539;147042539;147042539;147042539;147042539;147045322;147045322;147045322;147045322;147045322;147047219;147047219;147047219;147049710;147049710;147049710;147049710;147054256;147054256;147054256;147054256;147055029;147055029;147055029;147055029;147057634;147057634;147057634;147057634;147057654;147061595;147061595;147061595;147061595;147061595;147062254;147062254;147062254;147062254;147062254;147067058;147067058;147067058;147067058;147067058;147073666;147073666;147073666;147073666;147073666;147085037;147085037;147090156;147090156;147091575;147091581;147091581;147091715;147103156;147103156;147103156;147103156;147103156;147103156;147103156;147103156;147103156;147105754;147105754;147105754;147105754;147105754;147105754;147105754;147105754;147106746;147106746;147106746;147106746;147106746;147106746;147106746;147106746;147106746;147109525;147109525;147109525;147109525;147109525;147109525;147109525;147109525;147122319;147122319;147122319;147122319;147122319;147122319;147122319;147122964;147122964;147122964;147122964;147122964;147122964;147122995;147128538;147136168;147136168;147136168;147136168;147136168;147136168	146920250;146920250;146920250;146920250;146920250;146920250;146921499;146956673;146956673;146956673;146956673;146956673;146956673;146966001;146966001;146966001;146966001;146966001;146966001;146975342;146975342;146975342;146975342;146975342;146975342;146978116;146978116;146978116;146977988;146978058;146978116;146978116;146985530;146985476;146985476;146985476;146988038;146988038;146988038;146993603;146993603;146993603;146993603;146997577;146997577;146997577;146997577;147006964;147006964;147006964;147006964;147012426;147012426;147012426;147012426;147014051;147014051;147014051;147014051;147022206;147022206;147022206;147022206;147036551;147036551;147036551;147038205;147038205;147038205;147038205;147038205;147038735;147038735;147038735;147038735;147038735;147042641;147042641;147042641;147042641;147042641;147045463;147047333;147045463;147045513;147045463;147047333;147047333;147047333;147049877;147049877;147049877;147049877;147054391;147054391;147054391;147054391;147055166;147055166;147055166;147055166;147057727;147057727;147057727;147057727;147057727;147061729;147061729;147061729;147061729;147061729;147062407;147062407;147062407;147062407;147062407;147067245;147067245;147067245;147067245;147067245;147073850;147073850;147073850;147073850;147073850;147085236;147085236;147090267;147090267;147091745;147091745;147091745;147091745;147103328;147103328;147103328;147103328;147103328;147103328;147103328;147103328;147103328;147105930;147105809;147105930;147105930;147105809;147105930;147105809;147105930;147106848;147106848;147106785;147106848;147106848;147106848;147106848;147106848;147106848;147109640;147109746;147109746;147109746;147109746;147109746;147109746;147109746;147122415;147122390;147122415;147122415;147122415;147122415;147122415;147123147;147123147;147123147;147123147;147123147;147123147;147123147;147128974;147136595;147136598;147136595;147136598;147136595;147136598	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7773	0
ENSG00000207465	6	146960836	146960905	+	70	0
ENSG00000228283	6;6	147123495;147123931	147124960;147124845	-;-	1466	0
ENSG00000233452	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	147163037;147163702;147164250;147165455;147171295;147171676;147171957;147171961;147171961;147171961;147181754;147181754;147181793;147182942;147185595;147185606;147199251;147227055;147232688;147232688;147232962;147236812;147283527;147293181;147293181;147293181;147293181;147322577;147322577;147322577;147322577;147322577;147395941;147395941;147395941;147395941;147395941;147440553;147440553;147440553;147440553;147440553;147440553;147453002;147453002;147491149;147491149;147494729;147494729;147494729;147494951;147494951;147494951;147523506;147525549;147525549	147164112;147163945;147165848;147165848;147171732;147171789;147172467;147172467;147172141;147172467;147181879;147181879;147181879;147183155;147185738;147185738;147199470;147227152;147232742;147232801;147233075;147237021;147283702;147293206;147293206;147293206;147293206;147322679;147322679;147322679;147322679;147322679;147395983;147395983;147395983;147395983;147395983;147440613;147440613;147440599;147440613;147440613;147440613;147453122;147453054;147491219;147491219;147494783;147494783;147494783;147495084;147495084;147495084;147523603;147525750;147525676	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6011	0
ENSG00000227748	6;6;6	147180317;147183097;147183902	147180374;147183177;147184217	+;+;+	455	0
ENSG00000272397	6;6	147269664;147271365	147270876;147272295	-;-	2144	0
ENSG00000196634	6;6;6	147480061;147486867;147501865	147480120;147486995;147502128	+;+;+	453	0
